Date,Open,High,Low,Close,Volume,MA10,MA50,MA200,EMA10,EMA50,Return,Volatility,Momentum,RSI,MACD,MACD_signal,ATR,Close_lag1,Close_lag2,Close_lag3,Ticker
2017-01-24,16.666667938232422,16.98666763305664,16.643333435058594,16.974000930786133,74482500.0,15.952666854858398,,,16.068684237103888,15.052846255509312,0.022858758549190616,,1.5553340911865234,91.05191482878527,0.5260493705111102,0.36293708206362246,0.4040952410016739,16.594667434692383,16.315332412719727,16.250667572021484,TSLA
2017-01-25,17.15399932861328,17.230667114257812,16.786666870117188,16.96466636657715,77139000.0,16.116666793823242,,,16.231590078826297,15.127819593198247,-0.0005499330562692695,,1.6399993896484357,88.20904363171003,0.5681506766466651,0.403979800980231,0.37061902454921164,16.974000930786133,16.594667434692383,16.315332412719727,TSLA
2017-01-26,16.952667236328125,17.049333572387695,16.71666717529297,16.833999633789062,47281500.0,16.268533420562743,,,16.341119088819525,15.194728614397887,-0.007702287210641479,,1.5186662673950178,84.18251438481292,0.5842378218393272,0.44003140515205025,0.3680476461138044,16.96466636657715,16.974000930786133,16.594667434692383,TSLA
2017-01-27,16.7586669921875,16.866666793823242,16.56800079345703,16.863332748413086,47494500.0,16.424266719818114,,,16.436067026927443,15.260164070633778,0.0017424922931057463,,1.5573329925537092,83.37973377224598,0.5925236932071254,0.4705298627630653,0.36623804909842356,16.833999633789062,16.96466636657715,16.974000930786133,TSLA
2017-01-30,16.8353328704834,17.019332885742188,16.47333335876465,16.708667755126953,57016500.0,16.510133457183837,,,16.48563079569099,15.316968136692335,-0.009171674163915622,,0.8586673736572248,76.94234221170908,0.5799251178262264,0.4924089137756975,0.3865713391985212,16.863332748413086,16.833999633789062,16.96466636657715,TSLA
2017-01-31,16.615999221801758,17.05933380126953,16.51333236694336,16.795333862304688,61741500.0,16.61913356781006,,,16.541940444166208,15.374943263186937,0.005186895116227497,,1.090001106262207,80.81002827454917,0.5703591414727356,0.5079989593151052,0.401238100869315,16.708667755126953,16.863332748413086,16.833999633789062,TSLA
2017-02-01,16.8700008392334,16.8799991607666,16.60333251953125,16.615999221801758,59382000.0,16.69166679382324,,,16.55540567646358,15.423612124309088,-0.010677646659077555,0.01535731798352202,0.7253322601318359,75.43671571430538,0.5420587141303326,0.5148109102781506,0.40528576714651915,16.795333862304688,16.708667755126953,16.863332748413086,TSLA
2017-02-02,16.555999755859375,16.827999114990234,16.513999938964844,16.770000457763672,37497000.0,16.74360008239746,,,16.59442290942723,15.476411666797503,0.009268250070681772,0.012344657291830208,0.5193328857421875,77.09769755817881,0.5259937062421596,0.5170474694709524,0.4033333233424594,16.615999221801758,16.795333862304688,16.708667755126953,TSLA
2017-02-03,16.79400062561035,16.812000274658203,16.64533233642578,16.755332946777344,32800500.0,16.787600135803224,,,16.62367927985452,15.526565442482989,-0.0008746279419173941,0.012339833726954156,0.4400005340576172,70.84094397746307,0.5062428734734006,0.514886550271442,0.37590483256748747,16.770000457763672,16.615999221801758,16.795333862304688,TSLA
2017-02-06,16.733333587646484,17.187999725341797,16.708667755126953,17.184667587280273,53437500.0,16.846600151062013,,,16.72567715393193,15.591589056004452,0.02562376061798921,0.01312760464155925,0.5900001525878906,80.10851678586278,0.5192483419314655,0.5157589086034468,0.38352387292044504,16.755332946777344,16.770000457763672,16.615999221801758,TSLA
