Date,Open,High,Low,Close,Volume,MA10,MA50,MA200,EMA10,EMA50,Return,Volatility,Momentum,RSI,MACD,MACD_signal,ATR,Close_lag1,Close_lag2,Close_lag3,Ticker
2017-01-24,2.637500047683716,2.689500093460083,2.622499942779541,2.6832499504089355,428052000.0,2.610374999046326,,,2.614418093097105,2.5758009755436295,0.021315061457046536,,0.0012500286102294922,60.530478702398376,0.019401388612541925,0.01335606417417256,0.08410717759813575,2.627249956130981,2.600250005722046,2.628999948501587,NVDA
2017-01-25,2.726249933242798,2.7325000762939453,2.658250093460083,2.6947500705718994,522760000.0,2.6136749982833862,,,2.6290239071834307,2.580465645936895,0.00428589224839504,,0.03299999237060547,57.283637659272614,0.024722594591055636,0.015629370257549173,0.08232145650046206,2.6832499504089355,2.627249956130981,2.600250005722046,NVDA
2017-01-26,2.697499990463257,2.7487499713897705,2.6675000190734863,2.7412500381469727,458800000.0,2.6249000072479247,,,2.649428658267711,2.5867709162196433,0.01725576263375128,,0.11225008964538574,67.53881730807456,0.032319290767206965,0.018967354359480732,0.07960716315678182,2.6947500705718994,2.6832499504089355,2.627249956130981,NVDA
2017-01-27,2.7482500076293945,2.7972500324249268,2.721250057220459,2.794250011444092,471996000.0,2.6457250118255615,,,2.6757598133906892,2.5949073513264844,0.01933423531585099,,0.2082500457763672,68.59717317812692,0.04213072534752671,0.02360002855708993,0.0795892987932477,2.7412500381469727,2.6947500705718994,2.6832499504089355,NVDA
2017-01-30,2.7730000019073486,2.77524995803833,2.6977500915527344,2.750499963760376,496004000.0,2.6621999979019164,,,2.689348931639723,2.601009022402323,-0.015657170083039684,,0.1647498607635498,56.56130876311874,0.045847592222323375,0.02804954129013662,0.07773215430123459,2.794250011444092,2.7412500381469727,2.6947500705718994,NVDA
2017-01-31,2.723750114440918,2.751250028610229,2.7049999237060547,2.7295000553131104,362756000.0,2.6823750019073485,,,2.696649135943975,2.6060478864380405,-0.007634942273751388,,0.2017500400543213,56.48015207710397,0.04656198135382317,0.031752029302873935,0.0746785913194928,2.750499963760376,2.794250011444092,2.7412500381469727,NVDA
2017-02-01,2.76449990272522,2.8529999256134038,2.746500015258789,2.848750114440918,590004000.0,2.7098750114440917,,,2.7243038593070557,2.6155656208695257,0.0436893411654935,0.020140233352074963,0.27500009536743164,68.0344872521845,0.05610389229777102,0.036622401901853355,0.0793571472167968,2.7295000553131104,2.750499963760376,2.794250011444092,NVDA
2017-02-02,2.8324999809265137,2.8935000896453857,2.801500082015991,2.8847498893737797,483240000.0,2.735450005531311,,,2.7534758647737325,2.626121866693222,0.01263704203130045,0.019787526715097824,0.2557499408721928,74.80283196715148,0.06581216477217211,0.0424603544759171,0.07960714612688334,2.848750114440918,2.7295000553131104,2.750499963760376,NVDA
2017-02-03,2.8862500190734863,2.8975000381469727,2.8475000858306885,2.859499931335449,372744000.0,2.761374998092651,,,2.772752967784954,2.635273947659584,-0.008752910653135215,0.018756811935064663,0.2592499256134033,71.82143894277036,0.07065412330863419,0.048099108242460525,0.07971428121839251,2.8847498893737797,2.848750114440918,2.7295000553131104,NVDA
2017-02-06,2.8499999046325684,2.9332499504089355,2.8499999046325684,2.93274998664856,506768000.0,2.791925001144409,,,2.801843334851064,2.6469396746787597,0.025616386456390527,0.01920339160657248,0.305500030517579,81.51752293921822,0.07948581462789273,0.05437644951954697,0.08055356570652553,2.859499931335449,2.8847498893737797,2.848750114440918,NVDA
